Gene	Ensembl	Sum
Rpl9	true	1
Rpl9-ps6	true	1
Rps10	true	1
Rps12	true	1
Rps17	true	1
Rps18	true	1
Rps18-ps5	true	1
Rps23rg1	true	1
Rps26	true	1
Rps27	true	1
Rps3	true	1
Rps6kb1	true	1
Rps8	true	1
Rpsa	true	1
Rsl1	true	1
Rslcan18	true	1
Rtl1	true	1
Rtl10	true	1
Rxfp3	true	1
S100a7a	true	1
S100a7l2	true	1
S100a9	true	1
Saa1	true	1
Saa2	true	1
Saa3	true	1
Samd1	true	1
Samt1	true	1
Samt1b	true	1
Samt1c	true	1
Samt1d	true	1
Samt2	true	1
Samt2b	true	1
Samt3	true	1
Samt4	true	1
Sarnp	true	1
Sars2	true	1
Sbp	true	1
Scart1	true	1
Scd1	true	1
Scd3	true	1
Scgb1b10	true	1
Scgb1b11	true	1
Scgb1b12	true	1
Scgb1b15	true	1
Scgb1b17	true	1
Scgb1b18	true	1
Scgb1b19	true	1
Scgb1b2	true	1
Scgb1b20	true	1
Scgb1b24	true	1
Scgb1b27	true	1
Scgb1b29	true	1
Scgb1b3	true	1
Scgb1b30	true	1
Scgb1b7	true	1
Scgb2b11	true	1
Scgb2b12	true	1
Scgb2b15	true	1
Scgb2b17	true	1
Scgb2b18	true	1
Scgb2b19	true	1
Scgb2b2	true	1
Scgb2b20	true	1
Scgb2b21	true	1
Scgb2b24	true	1
Scgb2b26	true	1
Scgb2b27	true	1
Scgb2b3	true	1
Scgb2b7	true	1
Scyl2	true	1
Sdr16c6	true	1
Sec1	true	1
Sec61b	true	1
Sem1	true	1
Septin4	true	1
Serf2	true	1
Serpina16	true	1
Setd1a	true	1
Setmar	true	1
Sfta2	true	1
Sh2d4a	true	1
Shc2	true	1
Sirt2	true	1
Skint1	true	1
Skint10	true	1
Skint11	true	1
Skint2	true	1
Skint3	true	1
Skint4	true	1
Skint5	true	1
Skint6	true	1
Skint7	true	1
Skint8	true	1
Skint9	true	1
Slc10a4	true	1
Slc17a8	true	1
Slc22a20	true	1
Slc22a22	true	1
Slc23a4	true	1
Slc25a3	true	1
Slc25a54	true	1
Slc26a10	true	1
Slc2a3	true	1
Slc37a3	true	1
Slc39a5	true	1
Slc47a2	true	1
Slc6a14	true	1
Slc6a15	true	1
Slc6a21	true	1
Slc7a12	true	1
Slc7a15	true	1
Sln	true	1
Slurp2	true	1
Smad9	true	1
Smarcc2	true	1
Smbd1	true	1
Smcp	true	1
Smgc	true	1
Smim27	true	1
Smim6	true	1
Smok2a	true	1
Smok2b	true	1
Smok3a	true	1
Smok3b	true	1
Smok3c	true	1
Smpd5	true	1
Smr2	true	1
Smr2l	true	1
Smr3a	true	1
Smug1	true	1
Snhg11	true	1
Snrnp27	true	1
Snrpa	true	1
Snrpe	true	1
Snrpf	true	1
Sp140	true	1
Spag11a	true	1
Spata31	true	1
Spata33	true	1
Spcs3	true	1
Spdye4c	true	1
Speer1	true	1
Speer2	true	1
Speer3	true	1
Speer4a	true	1
Speer4b	true	1
Speer4c	true	1
Speer4d	true	1
Speer4e	true	1
Speer4f1	true	1
Speer4f2	true	1
Spef1l	true	1
Spertl	true	1
Spin2c	true	1
Spin2d	true	1
Spin2e	true	1
Spin2f	true	1
Spin2g	true	1
Spink12	true	1
Spint5	true	1
Sprr1a	true	1
Sprr1b	true	1
Sprr2a1	true	1
Sprr2a2	true	1
Sprr2a3	true	1
Sprr2b	true	1
Sprr2d	true	1
Sprr2e	true	1
Sprr2f	true	1
Sprr2h	true	1
Sprr2i	true	1
Sprr2j-ps	true	1
Sprr2k	true	1
Spryd4	true	1
Sptssb	true	1
Srd5a3	true	1
Srek1	true	1
Srsy	true	1
Sspo	true	1
Ssty1	true	1
Ssty2	true	1
Stard9	true	1
Stat2	true	1
Stra6l	true	1
Strit1	true	1
Sult1a1	true	1
Sult1d1	true	1
Sult3a1	true	1
Sult3a2	true	1
Sult6b2	true	1
Sumo1	true	1
Suox	true	1
Sva	true	1
Sval1	true	1
Sval2	true	1
Sval3	true	1
Svs4	true	1
Svs5	true	1
Svs6	true	1
Sycn	true	1
Syncrip	true	1
Synj2bp	true	1
Sys1	true	1
T2	true	1
Taar3	true	1
Taar4	true	1
Taar6	true	1
Taar7a	true	1
Taar7b	true	1
Taar7d	true	1
Taar7e	true	1
Taar7f	true	1
Tacc1	true	1
Tarbp2	true	1
Tas2r122	true	1
Tas2r134	true	1
Tas2r143	true	1
Tbx10	true	1
Tcaf3	true	1
Tcam1	true	1
Tchp	true	1
Tcim	true	1
Tcstv1	true	1
Tcstv3	true	1
Tcte2	true	1
Tdh	true	1
Teddm2	true	1
Teddm3	true	1
Tescl	true	1
Tespa1	true	1
Tex13c3	true	1
Tex16	true	1
Tex21	true	1
Tex24	true	1
Tex55	true	1
Tgtp1	true	1
Tgtp2	true	1
Tha1	true	1
Thap12	true	1
Thap2	true	1
Them7	true	1
Themis3	true	1
Thoc2l	true	1
Ticam2	true	1
Timeless	true	1
Timm10b	true	1
Timm8a2	true	1
Tincr	true	1
Tktl2	true	1
Tlr11	true	1
Tlr12	true	1
Tlr13	true	1
Tm2d2	true	1
Tm9sf5	true	1
Tma16	true	1
Tmbim7	true	1
Tmco5b	true	1
Tmdd1	true	1
Tmed11	true	1
Tmem167b	true	1
Tmem170	true	1
Tmem182	true	1
Tmem196	true	1
Tmem198b	true	1
Tmem202	true	1
Tmem255a	true	1
Tmem26	true	1
Tmem265	true	1
Tmem274	true	1
Tmem30c	true	1
Tmem41a	true	1
Tmpo	true	1
Tmprss11b	true	1
Tmprss11c	true	1
Tmprss11g	true	1
Tmsb10	true	1
Tmsb15a	true	1
Tmsb15b1	true	1
Tmsb15b2	true	1
Tmsb15l	true	1
Tmtc2	true	1
Tnfrsf10b	true	1
Tnfrsf12a	true	1
Tnpo2	true	1
Tomm5	true	1
Tomt	true	1
Toporsl	true	1
Tpbpa	true	1
Tpbpb	true	1
Tpm2	true	1
Tpm3	true	1
Tpm3-rs7	true	1
Trap1a	true	1
Trappc8	true	1
Trcg1	true	1
Trem3	true	1
Trhr2	true	1
Trim52	true	1
Trim80	true	1
Trir	true	1
Trpc2	true	1
Tsga8	true	1
Tspyl3	true	1
Tssk5	true	1
Tstd3	true	1
Tsx	true	1
Ttc39d	true	1
Ttc41	true	1
Ttll5	true	1
Ttyh1	true	1
Tuba3a	true	1
Tunar	true	1
Uba1y	true	1
Uba52	true	1
Ube2d2b	true	1
Ube2dnl1	true	1
Ube2dnl2	true	1
Ubqln5	true	1
Ugt2b1	true	1
Ugt2b34	true	1
Ugt2b35	true	1
Ugt2b36	true	1
Ugt2b37	true	1
Ugt2b38	true	1
Ugt2b5	true	1
Uhrf1bp1l	true	1
Ulbp1	true	1
Uox	true	1
Urad	true	1
Usp17la	true	1
Usp17lb	true	1
Usp17lc	true	1
Usp17ld	true	1
Usp17le	true	1
Usp26	true	1
Usp9x	true	1
Utf1	true	1
Uts2r	true	1
V1rd19	true	1
Vamp9	true	1
Vinac1	true	1
Vma21	true	1
Vmn1r10	true	1
Vmn1r100	true	1
Vmn1r101	true	1
Vmn1r103	true	1
Vmn1r104	true	1
Vmn1r107	true	1
Vmn1r11	true	1
Vmn1r111	true	1
Vmn1r112	true	1
Vmn1r113	true	1
Vmn1r114	true	1
Vmn1r115	true	1
Vmn1r116	true	1
Vmn1r117	true	1
Vmn1r118	true	1
Vmn1r119	true	1
Vmn1r12	true	1
Vmn1r120	true	1
Vmn1r121	true	1
Vmn1r122	true	1
Vmn1r123	true	1
Vmn1r124	true	1
Vmn1r125	true	1
Vmn1r126	true	1
Vmn1r127	true	1
Vmn1r128	true	1
Vmn1r129	true	1
Vmn1r13	true	1
Vmn1r130	true	1
Vmn1r131	true	1
Vmn1r132	true	1
Vmn1r135	true	1
Vmn1r137	true	1
Vmn1r138	true	1
Vmn1r139	true	1
Vmn1r14	true	1
Vmn1r142	true	1
Vmn1r143	true	1
Vmn1r148	true	1
Vmn1r149	true	1
Vmn1r15	true	1
Vmn1r151	true	1
Vmn1r152	true	1
Vmn1r155	true	1
Vmn1r157	true	1
Vmn1r158	true	1
Vmn1r159	true	1
Vmn1r16	true	1
Vmn1r160	true	1
Vmn1r163	true	1
Vmn1r165	true	1
Vmn1r166	true	1
Vmn1r167	true	1
Vmn1r168	true	1
Vmn1r169	true	1
Vmn1r17	true	1
Vmn1r170	true	1
Vmn1r171	true	1
Vmn1r172	true	1
Vmn1r173	true	1
Vmn1r174	true	1
Vmn1r175	true	1
Vmn1r176	true	1
Vmn1r177	true	1
Vmn1r178	true	1
Vmn1r179	true	1
Vmn1r18	true	1
Vmn1r180	true	1
Vmn1r181	true	1
Vmn1r183	true	1
Vmn1r184	true	1
Vmn1r185	true	1
Vmn1r186	true	1
Vmn1r188	true	1
Vmn1r189	true	1
Vmn1r19	true	1
Vmn1r191	true	1
Vmn1r192	true	1
Vmn1r193	true	1
Vmn1r194	true	1
Vmn1r195	true	1
Vmn1r196	true	1
Vmn1r197	true	1
Vmn1r198	true	1
Vmn1r199	true	1
Vmn1r2	true	1
Vmn1r20	true	1
Vmn1r200	true	1
Vmn1r201	true	1
Vmn1r202	true	1
Vmn1r203	true	1
Vmn1r204	true	1
Vmn1r205	true	1
Vmn1r206	true	1
Vmn1r207	true	1
Vmn1r208	true	1
Vmn1r209	true	1
Vmn1r21	true	1
Vmn1r210	true	1
Vmn1r211	true	1
Vmn1r212	true	1
Vmn1r213	true	1
Vmn1r214	true	1
Vmn1r215	true	1
Vmn1r216	true	1
Vmn1r217	true	1
Vmn1r218	true	1
Vmn1r219	true	1
Vmn1r22	true	1
Vmn1r220	true	1
Vmn1r221	true	1
Vmn1r222	true	1
Vmn1r223	true	1
Vmn1r224	true	1
Vmn1r225	true	1
Vmn1r226	true	1
Vmn1r227	true	1
Vmn1r228	true	1
Vmn1r229	true	1
Vmn1r23	true	1
Vmn1r230	true	1
Vmn1r231	true	1
Vmn1r232	true	1
Vmn1r238	true	1
Vmn1r24	true	1
Vmn1r240	true	1
Vmn1r241	true	1
Vmn1r242	true	1
Vmn1r243	true	1
Vmn1r244	true	1
Vmn1r245	true	1
Vmn1r246	true	1
Vmn1r247	true	1
Vmn1r248	true	1
Vmn1r249	true	1
Vmn1r25	true	1
Vmn1r250	true	1
Vmn1r251	true	1
Vmn1r252	true	1
Vmn1r253	true	1
Vmn1r254	true	1
Vmn1r255	true	1
Vmn1r256	true	1
Vmn1r257	true	1
Vmn1r258	true	1
Vmn1r259	true	1
Vmn1r26	true	1
Vmn1r260	true	1
Vmn1r27	true	1
Vmn1r28	true	1
Vmn1r29	true	1
Vmn1r3	true	1
Vmn1r30	true	1
Vmn1r31	true	1
Vmn1r32	true	1
Vmn1r33	true	1
Vmn1r34	true	1
Vmn1r35	true	1
Vmn1r36	true	1
Vmn1r37	true	1
Vmn1r38	true	1
Vmn1r39	true	1
Vmn1r4	true	1
Vmn1r5	true	1
Vmn1r55	true	1
Vmn1r56	true	1
Vmn1r57	true	1
Vmn1r58	true	1
Vmn1r59	true	1
Vmn1r6	true	1
Vmn1r60	true	1
Vmn1r61	true	1
Vmn1r62	true	1
Vmn1r63	true	1
Vmn1r64	true	1
Vmn1r65	true	1
Vmn1r66	true	1
Vmn1r67	true	1
Vmn1r68	true	1
Vmn1r69	true	1
Vmn1r7	true	1
Vmn1r70	true	1
Vmn1r71	true	1
Vmn1r72	true	1
Vmn1r73	true	1
Vmn1r74	true	1
Vmn1r75	true	1
Vmn1r76	true	1
Vmn1r77	true	1
Vmn1r78	true	1
Vmn1r79	true	1
Vmn1r8	true	1
Vmn1r80	true	1
Vmn1r81	true	1
Vmn1r82	true	1
Vmn1r83	true	1
Vmn1r84	true	1
Vmn1r85	true	1
Vmn1r86	true	1
Vmn1r87	true	1
Vmn1r88	true	1
Vmn1r89	true	1
Vmn1r9	true	1
Vmn1r90	true	1
Vmn1r91	true	1
Vmn1r93	true	1
Vmn1r94	true	1
Vmn1r95	true	1
Vmn2r-ps158	true	1
Vmn2r1	true	1
Vmn2r10	true	1
Vmn2r100	true	1
Vmn2r101	true	1
Vmn2r102	true	1
Vmn2r103	true	1
Vmn2r104	true	1
Vmn2r105	true	1
Vmn2r106	true	1
Vmn2r107	true	1
Vmn2r108	true	1
Vmn2r109	true	1
Vmn2r11	true	1
Vmn2r110	true	1
Vmn2r111	true	1
Vmn2r112	true	1
Vmn2r113	true	1
Vmn2r114	true	1
Vmn2r115	true	1
Vmn2r116	true	1
Vmn2r117	true	1
Vmn2r118	true	1
Vmn2r12	true	1
Vmn2r120	true	1
Vmn2r121	true	1
Vmn2r124	true	1
Vmn2r129	true	1
Vmn2r13	true	1
Vmn2r130	true	1
Vmn2r14	true	1
Vmn2r15	true	1
Vmn2r16	true	1
Vmn2r17	true	1
Vmn2r18	true	1
Vmn2r19	true	1
Vmn2r2	true	1
Vmn2r20	true	1
Vmn2r21	true	1
Vmn2r22	true	1
Vmn2r23	true	1
Vmn2r24	true	1
Vmn2r25	true	1
Vmn2r26	true	1
Vmn2r27	true	1
Vmn2r28	true	1
Vmn2r29	true	1
Vmn2r3	true	1
Vmn2r30	true	1
Vmn2r31	true	1
Vmn2r32	true	1
Vmn2r33	true	1
Vmn2r34	true	1
Vmn2r35	true	1
Vmn2r36	true	1
Vmn2r37	true	1
Vmn2r38	true	1
Vmn2r39	true	1
Vmn2r4	true	1
Vmn2r40	true	1
Vmn2r41	true	1
Vmn2r42	true	1
Vmn2r43	true	1
Vmn2r44	true	1
Vmn2r45	true	1
Vmn2r48	true	1
Vmn2r49	true	1
Vmn2r5	true	1
Vmn2r50	true	1
Vmn2r51	true	1
Vmn2r52	true	1
Vmn2r53	true	1
Vmn2r54	true	1
Vmn2r55	true	1
Vmn2r56	true	1
Vmn2r57	true	1
Vmn2r58	true	1
Vmn2r59	true	1
Vmn2r6	true	1
Vmn2r60	true	1
Vmn2r61	true	1
Vmn2r62	true	1
Vmn2r63	true	1
Vmn2r65	true	1
Vmn2r66	true	1
Vmn2r67	true	1
Vmn2r68	true	1
Vmn2r69	true	1
Vmn2r7	true	1
Vmn2r70	true	1
Vmn2r71	true	1
Vmn2r72	true	1
Vmn2r73	true	1
Vmn2r74	true	1
Vmn2r75	true	1
Vmn2r76	true	1
Vmn2r77	true	1
Vmn2r78	true	1
Vmn2r79	true	1
Vmn2r8	true	1
Vmn2r80	true	1
Vmn2r81	true	1
Vmn2r82	true	1
Vmn2r83	true	1
Vmn2r84	true	1
Vmn2r85	true	1
Vmn2r86	true	1
Vmn2r87	true	1
Vmn2r88	true	1
Vmn2r9	true	1
Vmn2r90	true	1
Vmn2r91	true	1
Vmn2r92	true	1
Vmn2r93	true	1
Vmn2r94	true	1
Vmn2r95	true	1
Vmn2r96	true	1
Vmn2r97	true	1
Vmn2r98	true	1
Vmn2r99	true	1
Vwde	true	1
Wap	true	1
Wbp11	true	1
Wdr83	true	1
Wdr83os	true	1
Wdr95	true	1
Wfdc15a	true	1
Wfdc15b	true	1
Wfdc16	true	1
Wfdc17	true	1
Wfdc18	true	1
Wfdc21	true	1
Wfdc6a	true	1
Wfdc6b	true	1
Wmp	true	1
Xlr3a	true	1
Xlr3b	true	1
Xlr3c	true	1
Xlr4a	true	1
Xlr4b	true	1
Xlr4c	true	1
Xlr5a	true	1
Xlr5b	true	1
Xlr5c	true	1
Xndc1	true	1
Xntrpc	true	1
Yjefn3	true	1
Yy2	true	1
Zc3h10	true	1
Zcchc12	true	1
Zcchc18	true	1
Zcwpw2	true	1
Zdhhc25	true	1
Zfp111	true	1
Zfp119a	true	1
Zfp119b	true	1
Zfp120	true	1
Zfp157	true	1
Zfp184	true	1
Zfp229	true	1
Zfp26	true	1
Zfp267	true	1
Zfp268	true	1
Zfp27	true	1
Zfp273	true	1
Zfp275	true	1
Zfp300	true	1
Zfp345	true	1
Zfp35	true	1
Zfp36l3	true	1
Zfp385a	true	1
Zfp40	true	1
Zfp418	true	1
Zfp429	true	1
Zfp433	true	1
Zfp442	true	1
Zfp455	true	1
Zfp456	true	1
Zfp493	true	1
Zfp51	true	1
Zfp52	true	1
Zfp53	true	1
Zfp563	true	1
Zfp568	true	1
Zfp58	true	1
Zfp599	true	1
Zfp600	true	1
Zfp616	true	1
Zfp617	true	1
Zfp653	true	1
Zfp658	true	1
Zfp663	true	1
Zfp677	true	1
Zfp68	true	1
Zfp683	true	1
Zfp707	true	1
Zfp708	true	1
Zfp709	true	1
Zfp710	true	1
Zfp715	true	1
Zfp719	true	1
Zfp72	true	1
Zfp735	true	1
Zfp747	true	1
Zfp758	true	1
Zfp772	true	1
Zfp773	true	1
Zfp775	true	1
Zfp780b	true	1
Zfp781	true	1
Zfp788	true	1
Zfp799	true	1
Zfp808	true	1
Zfp809	true	1
Zfp810	true	1
Zfp811	true	1
Zfp825	true	1
Zfp846	true	1
Zfp85	true	1
Zfp87	true	1
Zfp870	true	1
Zfp871	true	1
Zfp873	true	1
Zfp874a	true	1
Zfp874b	true	1
Zfp882	true	1
Zfp930	true	1
Zfp931	true	1
Zfp932	true	1
Zfp933	true	1
Zfp934	true	1
Zfp935	true	1
Zfp936	true	1
Zfp937	true	1
Zfp938	true	1
Zfp940	true	1
Zfp948	true	1
Zfp949	true	1
Zfp950	true	1
Zfp951	true	1
Zfp954	true	1
Zfp958	true	1
Zfp959	true	1
Zfp960	true	1
Zfp965	true	1
Zfp966	true	1
Zfp967	true	1
Zfp968	true	1
Zfp968-ps	true	1
Zfp969	true	1
Zfp97	true	1
Zfp970	true	1
Zfp971	true	1
Zfp972	true	1
Zfp973	true	1
Zfp974	true	1
Zfp975	true	1
Zfp976	true	1
Zfp977	true	1
Zfp982	true	1
Zfp983	true	1
Zfp997	true	1
Zfp998	true	1
Zfyve16	true	1
Zgrf1	true	1
Zim1	true	1
Zmat4	true	1
Zp3r	true	1
Zpld2	true	1
Zrsr2	true	1
Zscan4-ps1	true	1
Zscan4-ps2	true	1
Zscan4-ps3	true	1
Zscan4b	true	1
Zscan4c	true	1
Zscan4d	true	1
Zscan4e	true	1
Zscan4f	true	1
Zxdb	true	1
